GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist,Accident
FALSE,Adolescent,Middle,Adventurous,Current,Severe,Football,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,HundredThou,FALSE,TwentyThou,Rural,FALSE,HundredThou,HundredThou,TRUE,Thousand,Excellent,TRUE,Thousand,Many,Severe
FALSE,Adolescent,Middle,Normal,Older,None,Tank,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,Suburb,TRUE,Thousand,Thousand,FALSE,Thousand,Good,FALSE,Thousand,Many,Mild
FALSE,Adult,UpperMiddle,Adventurous,Current,Mild,Football,FamilySedan,Poor,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,City,FALSE,HundredThou,HundredThou,TRUE,Thousand,Excellent,TRUE,Thousand,One,Mild
FALSE,Adult,Middle,Normal,Older,None,EggShell,Economy,Excellent,TwentyThou,FALSE,Expert,FALSE,Thousand,FALSE,FiveThou,Rural,TRUE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Normal,Current,None,Football,Luxury,Normal,TwentyThou,TRUE,Normal,FALSE,Thousand,FALSE,FiftyThou,Suburb,TRUE,Thousand,Thousand,FALSE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Normal,Current,None,EggShell,Luxury,Normal,FiftyThou,TRUE,Normal,FALSE,Thousand,FALSE,FiftyThou,Suburb,TRUE,TenThou,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adolescent,Middle,Adventurous,Older,Severe,Football,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,TenThou,City,FALSE,Million,HundredThou,TRUE,Thousand,Good,TRUE,Thousand,Many,Severe
FALSE,Adolescent,Prole,Normal,Older,None,Tank,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,FALSE,Thousand,Zero,None
FALSE,Adult,Prole,Normal,Older,Severe,EggShell,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,City,FALSE,HundredThou,TenThou,TRUE,HundredThou,Poor,FALSE,TenThou,Many,Severe
FALSE,Senior,Prole,Normal,Older,None,EggShell,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adult,Prole,Normal,Older,None,Football,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,TenThou,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Adolescent,Middle,Adventurous,Current,None,Football,FamilySedan,Excellent,TwentyThou,TRUE,Expert,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Senior,UpperMiddle,Normal,Current,Mild,Tank,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,Secure,TRUE,TenThou,TenThou,TRUE,Thousand,Excellent,TRUE,Thousand,Many,Severe
FALSE,Adult,Middle,Normal,Older,None,Tank,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,TRUE,Thousand,Thousand,TRUE,Thousand,Excellent,FALSE,Thousand,Zero,None
FALSE,Adolescent,UpperMiddle,Normal,Current,Mild,Football,SportsCar,Poor,TwentyThou,TRUE,SubStandard,FALSE,Thousand,FALSE,TenThou,Suburb,TRUE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Many,Mild
FALSE,Adolescent,Prole,Adventurous,Older,None,EggShell,Economy,Normal,Domino,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
TRUE,Adolescent,Middle,Cautious,Older,None,EggShell,Economy,Excellent,Domino,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Secure,TRUE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adult,Middle,Cautious,Older,None,Football,Economy,Excellent,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Adult,Prole,Adventurous,Older,Severe,EggShell,Economy,Poor,FiftyThou,FALSE,Normal,FALSE,TenThou,FALSE,FiveThou,Suburb,FALSE,Million,HundredThou,FALSE,HundredThou,Poor,FALSE,TenThou,Zero,Severe
FALSE,Adult,Prole,Cautious,Older,None,EggShell,SportsCar,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Rural,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Senior,Prole,Normal,Older,None,EggShell,Economy,Excellent,TwentyThou,FALSE,Expert,TRUE,Thousand,FALSE,TenThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
TRUE,Adolescent,UpperMiddle,Adventurous,Current,None,Tank,Luxury,Poor,FiftyThou,TRUE,Normal,FALSE,Thousand,FALSE,FiftyThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Many,None
FALSE,Adult,Middle,Normal,Current,None,Football,FamilySedan,Normal,FiftyThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adolescent,Prole,Adventurous,Current,None,Football,Economy,Poor,FiveThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TenThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Good,TRUE,Thousand,Many,None
FALSE,Adult,Prole,Adventurous,Current,Severe,Football,Economy,Poor,Domino,FALSE,SubStandard,FALSE,HundredThou,FALSE,TwentyThou,City,FALSE,HundredThou,TenThou,TRUE,Thousand,Good,TRUE,Thousand,Many,Severe
FALSE,Adult,Prole,Normal,Older,None,EggShell,Economy,Normal,Domino,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Rural,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
TRUE,Adolescent,UpperMiddle,Adventurous,Current,None,Tank,Luxury,Poor,FiftyThou,TRUE,SubStandard,FALSE,Thousand,FALSE,FiftyThou,Secure,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Many,None
FALSE,Adult,Prole,Cautious,Older,Moderate,EggShell,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,City,TRUE,TenThou,TenThou,FALSE,Thousand,Fair,FALSE,Thousand,Many,Moderate
FALSE,Adult,Prole,Normal,Current,Severe,EggShell,Economy,Poor,FiftyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,City,FALSE,TenThou,TenThou,TRUE,TenThou,Poor,TRUE,Thousand,Many,Moderate
FALSE,Senior,Prole,Cautious,Older,None,Football,Economy,Excellent,FiftyThou,FALSE,Expert,TRUE,Thousand,FALSE,FiveThou,City,TRUE,Thousand,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Adult,Prole,Normal,Older,Mild,Football,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Many,Mild
FALSE,Adult,Middle,Adventurous,Older,None,EggShell,SportsCar,Excellent,Domino,FALSE,Expert,FALSE,Thousand,FALSE,FiveThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,One,None
FALSE,Adult,Prole,Normal,Older,Moderate,Tank,FamilySedan,Poor,Domino,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,FALSE,TenThou,TenThou,FALSE,Thousand,Good,FALSE,Thousand,Many,Moderate
FALSE,Adult,Prole,Cautious,Older,None,Tank,FamilySedan,Poor,TwentyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,TRUE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Many,Mild
FALSE,Adult,Prole,Cautious,Older,None,EggShell,Economy,Excellent,TwentyThou,FALSE,Expert,FALSE,Thousand,FALSE,FiveThou,Suburb,TRUE,TenThou,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adult,Middle,Normal,Current,Severe,Football,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,TenThou,FALSE,TenThou,Secure,TRUE,TenThou,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero,Severe
FALSE,Adult,Middle,Normal,Older,None,Football,FamilySedan,Normal,FiveThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Secure,FALSE,Thousand,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Adventurous,Current,None,EggShell,SportsCar,Excellent,FiftyThou,TRUE,Expert,FALSE,Thousand,FALSE,TwentyThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,TRUE,Thousand,Zero,None
FALSE,Adult,Middle,Cautious,Current,Severe,Football,FamilySedan,Normal,Domino,FALSE,Normal,FALSE,HundredThou,FALSE,TwentyThou,Secure,TRUE,HundredThou,TenThou,TRUE,Thousand,Good,TRUE,Thousand,Zero,Severe
FALSE,Adult,Prole,Normal,Older,None,Football,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,Many,None
FALSE,Adult,Prole,Normal,Older,None,EggShell,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,TRUE,TenThou,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adolescent,Middle,Cautious,Older,Mild,EggShell,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Many,Mild
FALSE,Adult,Prole,Cautious,Older,None,EggShell,Economy,Poor,FiveThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TenThou,City,TRUE,Thousand,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Adventurous,Current,Mild,Tank,FamilySedan,Poor,TwentyThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,Secure,FALSE,TenThou,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,One,Moderate
FALSE,Adolescent,Middle,Normal,Older,Mild,EggShell,Economy,Poor,FiveThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TenThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,One,Mild
FALSE,Senior,Prole,Cautious,Older,None,EggShell,Economy,Excellent,FiftyThou,FALSE,Expert,TRUE,Thousand,FALSE,FiveThou,City,TRUE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Senior,Prole,Cautious,Older,Mild,EggShell,Economy,Poor,TwentyThou,FALSE,SubStandard,TRUE,Thousand,FALSE,FiveThou,City,TRUE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,One,Mild
FALSE,Adolescent,Prole,Cautious,Older,Moderate,EggShell,Economy,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,TRUE,Thousand,Thousand,FALSE,Thousand,Poor,TRUE,Thousand,One,Moderate
FALSE,Senior,Middle,Normal,Older,None,EggShell,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Senior,Middle,Psychopath,Older,Moderate,Tank,FamilySedan,Poor,FiftyThou,FALSE,Normal,FALSE,TenThou,FALSE,FiveThou,City,FALSE,HundredThou,TenThou,FALSE,TenThou,Good,FALSE,Thousand,Many,Severe
FALSE,Senior,Middle,Cautious,Older,None,EggShell,Economy,Excellent,FiftyThou,FALSE,Expert,TRUE,Thousand,FALSE,FiveThou,Suburb,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Adolescent,Middle,Normal,Current,Severe,EggShell,SportsCar,Poor,FiftyThou,TRUE,SubStandard,FALSE,HundredThou,FALSE,TwentyThou,Suburb,FALSE,HundredThou,TenThou,TRUE,Thousand,Poor,TRUE,Thousand,Many,Moderate
FALSE,Adult,UpperMiddle,Normal,Older,None,EggShell,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Suburb,TRUE,TenThou,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Senior,Prole,Normal,Older,Severe,EggShell,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,City,FALSE,HundredThou,TenThou,TRUE,TenThou,Poor,FALSE,Thousand,One,Moderate
FALSE,Adult,UpperMiddle,Adventurous,Older,None,Tank,FamilySedan,Excellent,FiftyThou,FALSE,Expert,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Zero,None
FALSE,Adult,Middle,Normal,Older,Severe,EggShell,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,Suburb,FALSE,HundredThou,HundredThou,TRUE,TenThou,Fair,FALSE,Thousand,Many,Severe
FALSE,Adult,Middle,Normal,Older,None,Tank,FamilySedan,Normal,FiveThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Zero,None
FALSE,Adolescent,Middle,Normal,Current,Severe,Football,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,HundredThou,FALSE,TwentyThou,Suburb,FALSE,Million,HundredThou,TRUE,Thousand,Good,TRUE,Thousand,Many,Moderate
FALSE,Adult,Prole,Adventurous,Older,None,EggShell,Economy,Poor,FiveThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,City,FALSE,TenThou,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,Many,None
FALSE,Adult,Middle,Normal,Older,None,Football,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adult,Middle,Normal,Older,Severe,EggShell,SportsCar,Poor,FiftyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,Rural,FALSE,HundredThou,TenThou,TRUE,HundredThou,Poor,FALSE,Thousand,Many,Severe
FALSE,Adolescent,Prole,Adventurous,Older,Mild,EggShell,Economy,Excellent,FiftyThou,FALSE,Expert,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,Zero,Mild
FALSE,Adolescent,Prole,Normal,Older,Severe,EggShell,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,Suburb,FALSE,HundredThou,HundredThou,FALSE,Thousand,Fair,FALSE,Thousand,Many,Severe
FALSE,Adult,Prole,Normal,Older,None,EggShell,Economy,Normal,Domino,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Senior,UpperMiddle,Cautious,Current,None,EggShell,SportsCar,Normal,TwentyThou,TRUE,Normal,TRUE,Thousand,FALSE,TwentyThou,Secure,TRUE,TenThou,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,Zero,None
FALSE,Adult,Middle,Normal,Current,None,Tank,FamilySedan,Excellent,FiftyThou,TRUE,Expert,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,FALSE,Thousand,Excellent,TRUE,Thousand,Zero,None
FALSE,Adult,Prole,Cautious,Older,None,EggShell,Economy,Poor,FiveThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TenThou,City,TRUE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adult,Middle,Normal,Older,None,EggShell,Economy,Excellent,TwentyThou,FALSE,Expert,FALSE,Thousand,FALSE,FiveThou,Secure,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adult,Prole,Adventurous,Older,None,Football,Economy,Excellent,Domino,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Many,None
FALSE,Adult,Prole,Normal,Older,None,EggShell,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,City,TRUE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adult,Prole,Adventurous,Older,None,EggShell,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,One,None
FALSE,Adult,Middle,Normal,Older,Mild,EggShell,SportsCar,Poor,FiveThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,Secure,FALSE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero,Mild
FALSE,Adult,Prole,Normal,Older,Moderate,EggShell,Economy,Normal,Domino,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,City,FALSE,TenThou,TenThou,TRUE,TenThou,Fair,FALSE,Thousand,Zero,Moderate
FALSE,Senior,Prole,Cautious,Older,Severe,EggShell,SportsCar,Poor,Domino,FALSE,SubStandard,TRUE,TenThou,FALSE,FiveThou,City,TRUE,Million,HundredThou,FALSE,Thousand,Poor,TRUE,Thousand,Zero,Severe
FALSE,Senior,Prole,Cautious,Older,None,EggShell,SportsCar,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,City,TRUE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Senior,Prole,Cautious,Older,None,EggShell,SportsCar,Normal,TwentyThou,FALSE,Normal,TRUE,Thousand,FALSE,TenThou,City,TRUE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adult,Middle,Normal,Older,None,Tank,FamilySedan,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Zero,None
FALSE,Adult,Prole,Normal,Older,None,EggShell,SportsCar,Normal,TwentyThou,TRUE,Normal,FALSE,Thousand,FALSE,TenThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Fair,TRUE,Thousand,Zero,None
FALSE,Adolescent,Prole,Normal,Older,None,EggShell,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Rural,FALSE,Thousand,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Normal,Current,None,Tank,Luxury,Normal,FiftyThou,TRUE,Normal,FALSE,Thousand,FALSE,FiftyThou,Suburb,TRUE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero,None
FALSE,Adult,Middle,Adventurous,Current,Moderate,EggShell,SportsCar,Poor,TwentyThou,TRUE,Normal,FALSE,HundredThou,FALSE,TwentyThou,Rural,FALSE,HundredThou,Thousand,FALSE,Thousand,Fair,TRUE,Thousand,Many,Mild
FALSE,Adult,Prole,Normal,Older,None,EggShell,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Rural,TRUE,Thousand,Thousand,FALSE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Normal,Current,Mild,EggShell,FamilySedan,Poor,TwentyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,Secure,FALSE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Many,Mild
FALSE,Adolescent,Prole,Normal,Older,Moderate,Football,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,FiveThou,City,FALSE,HundredThou,HundredThou,FALSE,Thousand,Good,FALSE,Thousand,Many,Moderate
FALSE,Adult,Prole,Normal,Older,None,EggShell,Economy,Normal,Domino,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Rural,FALSE,Thousand,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adolescent,Prole,Cautious,Current,None,EggShell,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,City,TRUE,TenThou,Thousand,FALSE,Thousand,Poor,TRUE,Thousand,Zero,None
FALSE,Adult,Middle,Cautious,Current,None,Tank,FamilySedan,Normal,Domino,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Secure,TRUE,TenThou,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero,None
FALSE,Adult,Prole,Normal,Older,None,Football,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Rural,FALSE,Thousand,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Zero,None
FALSE,Senior,Prole,Cautious,Current,None,Football,Economy,Normal,TwentyThou,FALSE,Normal,TRUE,Thousand,FALSE,TenThou,Rural,TRUE,TenThou,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adult,Prole,Adventurous,Current,None,EggShell,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Many,None
FALSE,Adult,UpperMiddle,Cautious,Current,None,Football,Luxury,Normal,TwentyThou,TRUE,Normal,FALSE,Thousand,FALSE,FiftyThou,Secure,TRUE,TenThou,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero,None
FALSE,Adult,Prole,Adventurous,Older,None,EggShell,Economy,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,Rural,FALSE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Many,None
FALSE,Adult,Middle,Normal,Current,None,Football,FamilySedan,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,Thousand,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,Zero,None
FALSE,Adult,UpperMiddle,Psychopath,Current,Mild,Football,Luxury,Poor,Domino,TRUE,Expert,FALSE,Thousand,FALSE,FiftyThou,Secure,FALSE,TenThou,TenThou,TRUE,Thousand,Excellent,TRUE,Thousand,Zero,Moderate
FALSE,Senior,Prole,Normal,Older,None,Tank,FamilySedan,Normal,TwentyThou,FALSE,Normal,TRUE,Thousand,FALSE,TenThou,City,FALSE,Thousand,Thousand,FALSE,Thousand,Good,FALSE,Thousand,One,None
FALSE,Senior,Prole,Cautious,Older,None,EggShell,Economy,Poor,TwentyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,TenThou,City,TRUE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Many,None
FALSE,Adult,Prole,Normal,Older,Mild,Tank,FamilySedan,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,FALSE,TenThou,TenThou,FALSE,Thousand,Good,FALSE,Thousand,Many,Moderate
FALSE,Senior,Prole,Cautious,Older,None,EggShell,Economy,Normal,TwentyThou,FALSE,Normal,TRUE,Thousand,FALSE,TenThou,City,FALSE,TenThou,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adolescent,Prole,Normal,Older,Severe,EggShell,Economy,Poor,FiftyThou,FALSE,SubStandard,FALSE,Thousand,FALSE,FiveThou,City,FALSE,TenThou,TenThou,FALSE,TenThou,Poor,FALSE,Thousand,Many,Severe
FALSE,Adult,Middle,Normal,Current,Mild,EggShell,SportsCar,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TwentyThou,Rural,FALSE,TenThou,Thousand,TRUE,Thousand,Fair,TRUE,Thousand,Zero,Mild
FALSE,Adult,Prole,Adventurous,Older,None,EggShell,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Rural,FALSE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Senior,UpperMiddle,Adventurous,Current,None,EggShell,FamilySedan,Excellent,FiftyThou,FALSE,Expert,FALSE,Thousand,FALSE,TwentyThou,City,FALSE,Thousand,Thousand,TRUE,Thousand,Good,TRUE,Thousand,Zero,None
FALSE,Adolescent,Prole,Cautious,Older,None,EggShell,Economy,Normal,FiveThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,City,TRUE,TenThou,Thousand,TRUE,Thousand,Poor,FALSE,Thousand,Zero,None
TRUE,Adolescent,Wealthy,Adventurous,Current,None,EggShell,SportsCar,Poor,Domino,TRUE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,Secure,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,Many,None
FALSE,Adult,Middle,Normal,Current,None,Football,FamilySedan,Poor,TwentyThou,TRUE,SubStandard,FALSE,Thousand,FALSE,TwentyThou,Suburb,FALSE,TenThou,Thousand,TRUE,Thousand,Excellent,TRUE,Thousand,One,None
FALSE,Senior,Middle,Cautious,Older,None,Football,FamilySedan,Normal,FiftyThou,FALSE,Normal,TRUE,Thousand,FALSE,FiveThou,Secure,TRUE,Thousand,Thousand,TRUE,Thousand,Good,FALSE,Thousand,Zero,None
FALSE,Adult,Prole,Adventurous,Older,Moderate,EggShell,SportsCar,Poor,FiftyThou,FALSE,SubStandard,FALSE,TenThou,FALSE,TenThou,City,FALSE,TenThou,Thousand,FALSE,TenThou,Fair,TRUE,Thousand,Many,Moderate
FALSE,Senior,Middle,Normal,Older,None,EggShell,Economy,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,FiveThou,Suburb,FALSE,Thousand,Thousand,FALSE,Thousand,Poor,FALSE,Thousand,Zero,None
FALSE,Adult,Middle,Normal,Older,None,EggShell,SportsCar,Normal,TwentyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,Rural,TRUE,Thousand,Thousand,TRUE,Thousand,Fair,FALSE,Thousand,Zero,None
FALSE,Adult,Prole,Adventurous,Current,None,EggShell,Economy,Normal,FiftyThou,FALSE,Normal,FALSE,Thousand,FALSE,TenThou,City,FALSE,TenThou,Thousand,TRUE,Thousand,Poor,TRUE,Thousand,Zero,None
FALSE,Adult,Prole,Normal,Current,None,EggShell,SportsCar,Normal,FiftyThou,TRUE,Normal,FALSE,Thousand,FALSE,TwentyThou,City,FALSE,TenThou,Thousand,FALSE,Thousand,Poor,TRUE,Thousand,Zero,None
